Feature1,Feature2,Target
-3.9821752737959626,-3.47140860815668,0
-2.540422716154919,-3.3931862674044435,0
-3.1343297594869424,-2.149048313061529,0
-3.2662640470524518,3.9676542462642512,1
-4.1976625433835775,0.2451138957025467,1
-0.8960317301033847,4.823786169086064,1
-3.8796109783194765,-1.0214440095425834,0
4.694704332753689,3.6550712589398024,0
3.1707207094928,-2.420971729550602,1
-3.2911241260993416,1.6864321992443099,1
4.293759891275858,0.567628930139298,0
0.7161268946989985,-2.2002090633971583,1
2.6949293319193686,-3.1295625144247663,1
-1.7632076359575635,-0.745635613835832,0
0.07610378684455021,-2.5759026758491976,1
-3.8516317526079646,1.1062004244163255,1
-2.1136944675974423,0.8123822142261226,1
-3.4563728472579767,-0.1885989814518254,0
0.3258943255158586,-4.4817646317757305,1
-1.633957218060794,-3.6558532306102576,0
-4.366250295272323,4.899602323899453,1
-1.7764615502527703,3.0987444585463493,1
-2.4535934523623615,1.8150272222392925,1
2.6022785988968655,0.9563874060784432,0
-0.2842381144984163,-0.8815908585273142,0
-1.5113173345700472,4.295291442478259,1
3.306194077877292,4.650269106665126,0
-3.757027765144553,2.308674752036443,1
4.383404568210379,-3.1876693383433983,1
-4.335037326332225,2.4112064929005905,1
0.744731131799119,3.4182877675827203,0
-3.602276233737105,2.952673118598902,1
-2.9837267995225547,-3.363440571342955,0
-3.3573420206900706,3.145747202313821,1
1.651972206962001,0.23065424769119325,0
-1.4116951587649753,3.7720054081310828,1
-1.0755489257736461,3.1659943947157707,1
-0.608650914297816,-1.2305557057509242,0
-0.37320214330393586,-1.9862212583585794,0
2.476093801762511,0.027203900924791746,0
-2.677873048531827,3.995745732745684,1
-1.1610877862678857,0.43552861113988595,1
4.06472110964547,1.242379959139921,0
-3.831019592916359,4.398321236134752,1
1.2770805307141782,-1.6509438534291387,1
-3.607279273366127,2.9402518927029595,1
1.2007275592851352,0.33461091976321544,0
3.938925830509577,2.885972112245307,0
-3.4832512026724882,-1.8827793220445175,0
-2.5151086018553426,2.4394629257267697,1
-4.664675652642206,0.698896848713165,1
2.6245868574069053,3.7676563676174943,0
-1.5791825128409256,3.212573046720129,1
-3.8936826304479277,3.4645229173451817,1
-3.725113376680176,-1.0271270943963273,0
2.9729536577955358,-3.500825726512262,1
-2.7074860476735854,2.2225256839306624,1
2.200365365460744,1.4114763288529728,0
1.9394844446710007,0.42724443347596175,0
-2.4820094109304724,-1.5430400649608056,0
-3.184022831985743,4.084505613336283,1
0.8339179476612042,-0.9914858323636011,1
-0.3799419635586734,4.472833396118153,1
-3.466485968839198,0.8622983201679721,1
0.05888678884466003,1.1145423543464785,0
-4.818898161791595,3.7212390894415144,1
4.321182824836123,0.6513318358920897,0
1.9665082387689221,4.224993811772958,0
2.072386343133986,-3.4746095708573863,1
0.7628836016681317,1.0671504638285594,0
-0.7586932869761398,2.3644423562472285,1
4.343670147690148,4.255685129067764,0
-0.49160628595867895,-3.8676195415924477,0
4.8484119896233455,3.3889808644593415,0
-3.7533731879673313,4.208418826173723,1
3.6989636206212833,0.18838057126072094,0
0.9127543574492929,-1.0099729612986974,1
-4.452383611779687,-1.6480275835409905,0
3.0285344859801135,-4.953679769953972,1
-1.6650082830885582,-1.0183130640905667,0
0.37395602937922856,4.198556164127606,0
-1.5365400563403875,-1.5304679810377229,0
2.3750124810974835,-0.47782059110192865,1
-2.7539517706001804,-0.4756048386730658,0
-3.5914297962020014,-3.236130134937767,0
-0.016322272605203025,-0.8107455049545207,0
4.148459010681,-1.3760610088336689,1
0.8058835027804347,1.3226428791953033,0
-4.869055434116664,1.635373720167106,1
-3.219640331302486,4.610703174694551,1
-3.5133727224688704,-0.8537587627297629,0
-4.146503319213561,4.968742518459473,1
0.02195010331242564,0.9538501732004381,0
-4.329235226115725,2.4996047039917784,1
-2.9009440690441424,3.9805428944071366,1
-2.9486035951799283,-3.0931227933633343,0
-4.634503321519051,-0.27933054890000797,0
0.6484113326261642,-4.342913605716476,1
2.7552761669501056,-0.46711165251972364,1
0.2439026932758006,-0.5923725306177188,1
-0.99236939124674,0.5964033130821793,1
-3.447597540692875,-3.1807186950472888,0
